train_cycle,hits_discovered,acquisition_method,architecture,n_start,seed,dataset,enrichment,id
1,2,Similarity,gcn,8,9,PKM2,0,gcn 8 9 PKM2
2,2,Similarity,gcn,8,9,PKM2,0.7693652588822719,gcn 8 9 PKM2
3,2,Similarity,gcn,8,9,PKM2,0.6935514351635879,gcn 8 9 PKM2
4,2,Similarity,gcn,8,9,PKM2,0.6313388374694748,gcn 8 9 PKM2
5,2,Similarity,gcn,8,9,PKM2,0.5793686094663746,gcn 8 9 PKM2
6,2,Similarity,gcn,8,9,PKM2,0.5353037488443617,gcn 8 9 PKM2
7,2,Similarity,gcn,8,9,PKM2,0.49746797932765074,gcn 8 9 PKM2
8,2,Similarity,gcn,8,9,PKM2,1.3938829852054793,gcn 8 9 PKM2
9,3,Similarity,gcn,8,9,PKM2,2.6151284303733346,gcn 8 9 PKM2
10,3,Similarity,gcn,8,9,PKM2,2.8730634267156714,gcn 8 9 PKM2
11,3,Similarity,gcn,8,9,PKM2,2.714751232790448,gcn 8 9 PKM2
12,3,Similarity,gcn,8,9,PKM2,2.940542401731702,gcn 8 9 PKM2
13,3,Similarity,gcn,8,9,PKM2,2.794595918561024,gcn 8 9 PKM2
14,3,Similarity,gcn,8,9,PKM2,2.6624517698514087,gcn 8 9 PKM2
15,3,Similarity,gcn,8,9,PKM2,2.542240403443485,gcn 8 9 PKM2
0,1,Similarity,gcn,8,9,VDR,0,gcn 8 9 VDR
1,3,Similarity,gcn,8,9,VDR,2.5661829740828535,gcn 8 9 VDR
2,4,Similarity,gcn,8,9,VDR,2.270365822173391,gcn 8 9 VDR
3,4,Similarity,gcn,8,9,VDR,2.7142668815832263,gcn 8 9 VDR
4,5,Similarity,gcn,8,9,VDR,1.8450003926991596,gcn 8 9 VDR
5,6,Similarity,gcn,8,9,VDR,1.1246459801902855,gcn 8 9 VDR
6,8,Similarity,gcn,8,9,VDR,0,gcn 8 9 VDR
7,10,Similarity,gcn,8,9,VDR,-0.9601626824550733,gcn 8 9 VDR
8,11,Similarity,gcn,8,9,VDR,-1.342100633670539,gcn 8 9 VDR
9,13,Similarity,gcn,8,9,VDR,-2.0941326825063156,gcn 8 9 VDR
10,14,Similarity,gcn,8,9,VDR,-2.3622560754084043,gcn 8 9 VDR
11,14,Similarity,gcn,8,9,VDR,-1.8571714348663373,gcn 8 9 VDR
12,15,Similarity,gcn,8,9,VDR,-2.109268738997917,gcn 8 9 VDR
13,15,Similarity,gcn,8,9,VDR,-2.0020626445679124,gcn 8 9 VDR
14,16,Similarity,gcn,8,9,VDR,-1.9052272040335438,gcn 8 9 VDR
15,17,Similarity,gcn,8,9,VDR,-1.8173270258733165,gcn 8 9 VDR
0,2,Similarity,mlp,16,0,ALDH1,0,mlp 16 0 ALDH1
1,16,Similarity,mlp,16,0,ALDH1,-0.4049950622391507,mlp 16 0 ALDH1
2,32,Similarity,mlp,16,0,ALDH1,1.5992591983030597,mlp 16 0 ALDH1
3,42,Similarity,mlp,16,0,ALDH1,2.5620195494980833,mlp 16 0 ALDH1
4,48,Similarity,mlp,16,0,ALDH1,2.6189508068732983,mlp 16 0 ALDH1
5,57,Similarity,mlp,16,0,ALDH1,3.050837276888245,mlp 16 0 ALDH1
6,64,Similarity,mlp,16,0,ALDH1,3.685887538387003,mlp 16 0 ALDH1
7,68,Similarity,mlp,16,0,ALDH1,3.9865582074795203,mlp 16 0 ALDH1
8,73,Similarity,mlp,16,0,ALDH1,3.8501937988384185,mlp 16 0 ALDH1
9,81,Similarity,mlp,16,0,ALDH1,3.676737760270947,mlp 16 0 ALDH1
10,84,Similarity,mlp,16,0,ALDH1,3.595602510637851,mlp 16 0 ALDH1
11,86,Similarity,mlp,16,0,ALDH1,3.7728013650296797,mlp 16 0 ALDH1
12,90,Similarity,mlp,16,0,ALDH1,3.721921807172505,mlp 16 0 ALDH1
13,94,Similarity,mlp,16,0,ALDH1,3.678553335139483,mlp 16 0 ALDH1
14,105,Similarity,mlp,16,0,ALDH1,3.4472398043046404,mlp 16 0 ALDH1
15,117,Similarity,mlp,16,0,ALDH1,3.3061598445401477,mlp 16 0 ALDH1
0,1,Similarity,mlp,16,0,PKM2,0,mlp 16 0 PKM2
1,1,Similarity,mlp,16,0,PKM2,0,mlp 16 0 PKM2
2,1,Similarity,mlp,16,0,PKM2,0.7589483904710405,mlp 16 0 PKM2
3,2,Similarity,mlp,16,0,PKM2,0,mlp 16 0 PKM2
4,2,Similarity,mlp,16,0,PKM2,0,mlp 16 0 PKM2
5,3,Similarity,mlp,16,0,PKM2,0,mlp 16 0 PKM2
6,4,Similarity,mlp,16,0,PKM2,-0.5302401385802837,mlp 16 0 PKM2
7,4,Similarity,mlp,16,0,PKM2,-0.49309196036047265,mlp 16 0 PKM2
8,4,Similarity,mlp,16,0,PKM2,-0.46080813025707434,mlp 16 0 PKM2
9,4,Similarity,mlp,16,0,PKM2,-0.4324919199224706,mlp 16 0 PKM2
10,4,Similarity,mlp,16,0,PKM2,0,mlp 16 0 PKM2
11,4,Similarity,mlp,16,0,PKM2,1.925784446290515,mlp 16 0 PKM2
12,4,Similarity,mlp,16,0,PKM2,4.016906208570944,mlp 16 0 PKM2
13,4,Similarity,mlp,16,0,PKM2,6.596060525059386,mlp 16 0 PKM2
14,4,Similarity,mlp,16,0,PKM2,6.616845021426485,mlp 16 0 PKM2
15,4,Similarity,mlp,16,0,PKM2,7.267740682965108,mlp 16 0 PKM2
0,1,Similarity,mlp,16,0,VDR,0,mlp 16 0 VDR
1,4,Similarity,mlp,16,0,VDR,0,mlp 16 0 VDR
2,5,Similarity,mlp,16,0,VDR,-0.7459942784304086,mlp 16 0 VDR
3,5,Similarity,mlp,16,0,VDR,-0.6698756917499633,mlp 16 0 VDR
4,5,Similarity,mlp,16,0,VDR,-0.6078525887533721,mlp 16 0 VDR
5,5,Similarity,mlp,16,0,VDR,0,mlp 16 0 VDR
6,5,Similarity,mlp,16,0,VDR,0.5128787536036779,mlp 16 0 VDR
7,6,Similarity,mlp,16,0,VDR,0,mlp 16 0 VDR
8,6,Similarity,mlp,16,0,VDR,0,mlp 16 0 VDR
9,7,Similarity,mlp,16,0,VDR,-0.41549931323429057,mlp 16 0 VDR
10,7,Similarity,mlp,16,0,VDR,0,mlp 16 0 VDR
11,7,Similarity,mlp,16,0,VDR,0.7376302083237269,mlp 16 0 VDR
12,8,Similarity,mlp,16,0,VDR,1.0475931597447388,mlp 16 0 VDR
13,8,Similarity,mlp,16,0,VDR,1.3262473895639393,mlp 16 0 VDR
14,8,Similarity,mlp,16,0,VDR,1.262486789717998,mlp 16 0 VDR
15,8,Similarity,mlp,16,0,VDR,1.2045756729306984,mlp 16 0 VDR
0,3,Similarity,mlp,16,1,ALDH1,0,mlp 16 1 ALDH1
1,7,Similarity,mlp,16,1,ALDH1,0.20249753111957536,mlp 16 1 ALDH1
2,20,Similarity,mlp,16,1,ALDH1,-0.49207975332401843,mlp 16 1 ALDH1
3,32,Similarity,mlp,16,1,ALDH1,-0.6184185119478132,mlp 16 1 ALDH1
4,53,Similarity,mlp,16,1,ALDH1,-1.585154435739101,mlp 16 1 ALDH1
5,68,Similarity,mlp,16,1,ALDH1,-1.6384126116622055,mlp 16 1 ALDH1
6,84,Similarity,mlp,16,1,ALDH1,-1.579666087880144,mlp 16 1 ALDH1
7,93,Similarity,mlp,16,1,ALDH1,-0.7474796639024097,mlp 16 1 ALDH1
8,99,Similarity,mlp,16,1,ALDH1,-0.2200110742193382,mlp 16 1 ALDH1
9,101,Similarity,mlp,16,1,ALDH1,0.42676420431716355,mlp 16 1 ALDH1
10,107,Similarity,mlp,16,1,ALDH1,0.5645987413398275,mlp 16 1 ALDH1
11,112,Similarity,mlp,16,1,ALDH1,0.8414161317692095,mlp 16 1 ALDH1
12,116,Similarity,mlp,16,1,ALDH1,1.174029026423542,mlp 16 1 ALDH1
13,121,Similarity,mlp,16,1,ALDH1,1.4344044451487292,mlp 16 1 ALDH1
14,133,Similarity,mlp,16,1,ALDH1,1.2711696778373365,mlp 16 1 ALDH1
15,140,Similarity,mlp,16,1,ALDH1,1.2902087198205456,mlp 16 1 ALDH1
0,1,Similarity,mlp,16,1,PKM2,0,mlp 16 1 PKM2
1,1,Similarity,mlp,16,1,PKM2,0,mlp 16 1 PKM2
2,1,Similarity,mlp,16,1,PKM2,0,mlp 16 1 PKM2
3,1,Similarity,mlp,16,1,PKM2,0,mlp 16 1 PKM2
4,2,Similarity,mlp,16,1,PKM2,0,mlp 16 1 PKM2
5,2,Similarity,mlp,16,1,PKM2,0,mlp 16 1 PKM2
6,2,Similarity,mlp,16,1,PKM2,0,mlp 16 1 PKM2
7,2,Similarity,mlp,16,1,PKM2,0,mlp 16 1 PKM2
8,2,Similarity,mlp,16,1,PKM2,0,mlp 16 1 PKM2
9,2,Similarity,mlp,16,1,PKM2,0,mlp 16 1 PKM2
10,2,Similarity,mlp,16,1,PKM2,0.4074542533084411,mlp 16 1 PKM2
11,2,Similarity,mlp,16,1,PKM2,0.385156889258103,mlp 16 1 PKM2
12,2,Similarity,mlp,16,1,PKM2,0.3651732916882676,mlp 16 1 PKM2
13,2,Similarity,mlp,16,1,PKM2,0.34716108026628345,mlp 16 1 PKM2
14,2,Similarity,mlp,16,1,PKM2,0.33084225107132426,mlp 16 1 PKM2
15,2,Similarity,mlp,16,1,PKM2,0.6319774506926183,mlp 16 1 PKM2
0,1,Similarity,mlp,16,1,VDR,0,mlp 16 1 VDR
1,1,Similarity,mlp,16,1,VDR,0,mlp 16 1 VDR
2,1,Similarity,mlp,16,1,VDR,0.7459942784304084,mlp 16 1 VDR
3,2,Similarity,mlp,16,1,VDR,0.6698756917499631,mlp 16 1 VDR
4,2,Similarity,mlp,16,1,VDR,0.6078525887533719,mlp 16 1 VDR
5,2,Similarity,mlp,16,1,VDR,1.1126830001521546,mlp 16 1 VDR
6,2,Similarity,mlp,16,1,VDR,2.56439376801839,mlp 16 1 VDR
7,2,Similarity,mlp,16,1,VDR,2.378573816198865,mlp 16 1 VDR
8,2,Similarity,mlp,16,1,VDR,3.1050095335675234,mlp 16 1 VDR
9,2,Similarity,mlp,16,1,VDR,2.908495192640033,mlp 16 1 VDR
10,3,Similarity,mlp,16,1,VDR,2.3446069957265947,mlp 16 1 VDR
11,11,Similarity,mlp,16,1,VDR,-0.7376302083237274,mlp 16 1 VDR
12,11,Similarity,mlp,16,1,VDR,-0.698395439829826,mlp 16 1 VDR
13,11,Similarity,mlp,16,1,VDR,-0.3315618473909847,mlp 16 1 VDR
14,11,Similarity,mlp,16,1,VDR,0,mlp 16 1 VDR
15,11,Similarity,mlp,16,1,VDR,0.3011439182326745,mlp 16 1 VDR
0,4,Similarity,mlp,16,2,ALDH1,0,mlp 16 2 ALDH1
1,17,Similarity,mlp,16,2,ALDH1,-0.40499506223915027,mlp 16 2 ALDH1
2,25,Similarity,mlp,16,2,ALDH1,0,mlp 16 2 ALDH1
3,32,Similarity,mlp,16,2,ALDH1,0.0883455017068302,mlp 16 2 ALDH1
4,41,Similarity,mlp,16,2,ALDH1,0.2756790323024525,mlp 16 2 ALDH1
5,50,Similarity,mlp,16,2,ALDH1,0.9604487723537072,mlp 16 2 ALDH1
6,54,Similarity,mlp,16,2,ALDH1,1.579666087880144,mlp 16 2 ALDH1
7,61,Similarity,mlp,16,2,ALDH1,2.076332399728917,mlp 16 2 ALDH1
8,66,Similarity,mlp,16,2,ALDH1,2.9334809895911764,mlp 16 2 ALDH1
9,68,Similarity,mlp,16,2,ALDH1,3.5125976816874225,mlp 16 2 ALDH1
10,77,Similarity,mlp,16,2,ALDH1,3.684749680323087,mlp 16 2 ALDH1
11,89,Similarity,mlp,16,2,ALDH1,3.6370890857120655,mlp 16 2 ALDH1
12,96,Similarity,mlp,16,2,ALDH1,3.54706642025836,mlp 16 2 ALDH1
13,103,Similarity,mlp,16,2,ALDH1,3.539740001737993,mlp 16 2 ALDH1
14,113,Similarity,mlp,16,2,ALDH1,3.576511296966065,mlp 16 2 ALDH1
15,127,Similarity,mlp,16,2,ALDH1,3.588393002000892,mlp 16 2 ALDH1
0,1,Similarity,mlp,16,2,PKM2,0,mlp 16 2 PKM2
1,1,Similarity,mlp,16,2,PKM2,0,mlp 16 2 PKM2
2,1,Similarity,mlp,16,2,PKM2,0,mlp 16 2 PKM2
3,2,Similarity,mlp,16,2,PKM2,-0.6850751027970321,mlp 16 2 PKM2
4,2,Similarity,mlp,16,2,PKM2,-0.6243072920215642,mlp 16 2 PKM2
5,4,Similarity,mlp,16,2,PKM2,-1.7203249148402693,mlp 16 2 PKM2
6,4,Similarity,mlp,16,2,PKM2,-1.5907204157408519,mlp 16 2 PKM2
7,5,Similarity,mlp,16,2,PKM2,-1.479275881081417,mlp 16 2 PKM2
8,6,Similarity,mlp,16,2,PKM2,0,mlp 16 2 PKM2
9,6,Similarity,mlp,16,2,PKM2,2.1624595996123523,mlp 16 2 PKM2
10,6,Similarity,mlp,16,2,PKM2,5.2969052930097345,mlp 16 2 PKM2
11,7,Similarity,mlp,16,2,PKM2,5.777353338871545,mlp 16 2 PKM2
12,7,Similarity,mlp,16,2,PKM2,5.842772667012284,mlp 16 2 PKM2
13,7,Similarity,mlp,16,2,PKM2,5.554577284260535,mlp 16 2 PKM2
14,7,Similarity,mlp,16,2,PKM2,5.293476017141188,mlp 16 2 PKM2
15,7,Similarity,mlp,16,2,PKM2,6.003785781579872,mlp 16 2 PKM2
0,1,Similarity,mlp,16,2,VDR,0,mlp 16 2 VDR
1,2,Similarity,mlp,16,2,VDR,0.8416293953174279,mlp 16 2 VDR
2,4,Similarity,mlp,16,2,VDR,1.4919885568608175,mlp 16 2 VDR
3,6,Similarity,mlp,16,2,VDR,0,mlp 16 2 VDR
4,7,Similarity,mlp,16,2,VDR,0,mlp 16 2 VDR
5,9,Similarity,mlp,16,2,VDR,1.6690245002282325,mlp 16 2 VDR
6,10,Similarity,mlp,16,2,VDR,1.0257575072073557,mlp 16 2 VDR
7,10,Similarity,mlp,16,2,VDR,1.427144289719319,mlp 16 2 VDR
8,11,Similarity,mlp,16,2,VDR,3.1050095335675234,mlp 16 2 VDR
9,11,Similarity,mlp,16,2,VDR,3.3239945058743228,mlp 16 2 VDR
10,12,Similarity,mlp,16,2,VDR,3.126142660968794,mlp 16 2 VDR
11,13,Similarity,mlp,16,2,VDR,2.581705729133045,mlp 16 2 VDR
12,13,Similarity,mlp,16,2,VDR,2.4443840394043894,mlp 16 2 VDR
13,13,Similarity,mlp,16,2,VDR,2.320932931736894,mlp 16 2 VDR
14,13,Similarity,mlp,16,2,VDR,2.524973579435997,mlp 16 2 VDR
15,13,Similarity,mlp,16,2,VDR,2.710295264094072,mlp 16 2 VDR
0,1,Similarity,mlp,16,3,ALDH1,0,mlp 16 3 ALDH1
1,5,Similarity,mlp,16,3,ALDH1,0,mlp 16 3 ALDH1
2,20,Similarity,mlp,16,3,ALDH1,0.12301993833100466,mlp 16 3 ALDH1
3,29,Similarity,mlp,16,3,ALDH1,0.4417275085341523,mlp 16 3 ALDH1
4,36,Similarity,mlp,16,3,ALDH1,1.378395161512262,mlp 16 3 ALDH1
5,40,Similarity,mlp,16,3,ALDH1,2.5988613840159123,mlp 16 3 ALDH1
6,47,Similarity,mlp,16,3,ALDH1,3.350806853079093,mlp 16 3 ALDH1
7,50,Similarity,mlp,16,3,ALDH1,3.8204516155012067,mlp 16 3 ALDH1
8,55,Similarity,mlp,16,3,ALDH1,4.143541897797537,mlp 16 3 ALDH1
9,63,Similarity,mlp,16,3,ALDH1,4.070673948871406,mlp 16 3 ALDH1
10,66,Similarity,mlp,16,3,ALDH1,4.338495591348151,mlp 16 3 ALDH1
11,68,Similarity,mlp,16,3,ALDH1,4.397077849890707,mlp 16 3 ALDH1
12,72,Similarity,mlp,16,3,ALDH1,4.671136764706432,mlp 16 3 ALDH1
13,76,Similarity,mlp,16,3,ALDH1,4.789060002351402,mlp 16 3 ALDH1
14,87,Similarity,mlp,16,3,ALDH1,4.309049755380801,mlp 16 3 ALDH1
15,98,Similarity,mlp,16,3,ALDH1,4.132699805675185,mlp 16 3 ALDH1
0,1,Similarity,mlp,16,3,PKM2,0,mlp 16 3 PKM2
1,1,Similarity,mlp,16,3,PKM2,0,mlp 16 3 PKM2
2,1,Similarity,mlp,16,3,PKM2,0,mlp 16 3 PKM2
3,1,Similarity,mlp,16,3,PKM2,0,mlp 16 3 PKM2
4,1,Similarity,mlp,16,3,PKM2,0,mlp 16 3 PKM2
5,1,Similarity,mlp,16,3,PKM2,0,mlp 16 3 PKM2
6,1,Similarity,mlp,16,3,PKM2,0.530240138580284,mlp 16 3 PKM2
7,1,Similarity,mlp,16,3,PKM2,0.9861839207209446,mlp 16 3 PKM2
8,1,Similarity,mlp,16,3,PKM2,0.9216162605141491,mlp 16 3 PKM2
9,1,Similarity,mlp,16,3,PKM2,0.8649838398449409,mlp 16 3 PKM2
10,1,Similarity,mlp,16,3,PKM2,0.8149085066168822,mlp 16 3 PKM2
11,2,Similarity,mlp,16,3,PKM2,0.385156889258103,mlp 16 3 PKM2
12,2,Similarity,mlp,16,3,PKM2,0.3651732916882676,mlp 16 3 PKM2
13,2,Similarity,mlp,16,3,PKM2,0.6943221605325669,mlp 16 3 PKM2
14,2,Similarity,mlp,16,3,PKM2,0.9925267532139728,mlp 16 3 PKM2
15,2,Similarity,mlp,16,3,PKM2,1.8959323520778544,mlp 16 3 PKM2
0,1,Similarity,mlp,16,3,VDR,0,mlp 16 3 VDR
1,2,Similarity,mlp,16,3,VDR,0,mlp 16 3 VDR
2,2,Similarity,mlp,16,3,VDR,0,mlp 16 3 VDR
3,3,Similarity,mlp,16,3,VDR,-0.6698756917499631,mlp 16 3 VDR
4,4,Similarity,mlp,16,3,VDR,-0.6078525887533721,mlp 16 3 VDR
5,5,Similarity,mlp,16,3,VDR,-0.5563415000760772,mlp 16 3 VDR
6,5,Similarity,mlp,16,3,VDR,0,mlp 16 3 VDR
7,5,Similarity,mlp,16,3,VDR,0.47571476323977313,mlp 16 3 VDR
8,5,Similarity,mlp,16,3,VDR,0.44357279050964626,mlp 16 3 VDR
9,5,Similarity,mlp,16,3,VDR,1.2464979397028713,mlp 16 3 VDR
10,6,Similarity,mlp,16,3,VDR,1.563071330484397,mlp 16 3 VDR
11,9,Similarity,mlp,16,3,VDR,0.3688151041618637,mlp 16 3 VDR
12,10,Similarity,mlp,16,3,VDR,0,mlp 16 3 VDR
13,12,Similarity,mlp,16,3,VDR,-0.3315618473909847,mlp 16 3 VDR
14,12,Similarity,mlp,16,3,VDR,0.9468650922884989,mlp 16 3 VDR
15,12,Similarity,mlp,16,3,VDR,1.2045756729306984,mlp 16 3 VDR
0,1,Similarity,mlp,16,4,ALDH1,0,mlp 16 4 ALDH1
1,11,Similarity,mlp,16,4,ALDH1,0,mlp 16 4 ALDH1
2,19,Similarity,mlp,16,4,ALDH1,0.369059814993014,mlp 16 4 ALDH1
3,29,Similarity,mlp,16,4,ALDH1,0.3533820068273217,mlp 16 4 ALDH1
4,33,Similarity,mlp,16,4,ALDH1,0.20675927422683937,mlp 16 4 ALDH1
5,35,Similarity,mlp,16,4,ALDH1,0.28248493304520794,mlp 16 4 ALDH1
6,43,Similarity,mlp,16,4,ALDH1,0.09573733865940204,mlp 16 4 ALDH1
7,49,Similarity,mlp,16,4,ALDH1,0.2491598879674699,mlp 16 4 ALDH1
8,54,Similarity,mlp,16,4,ALDH1,0.36668512369889705,mlp 16 4 ALDH1
9,71,Similarity,mlp,16,4,ALDH1,0.196968094300229,mlp 16 4 ALDH1
10,86,Similarity,mlp,16,4,ALDH1,0.029715723228412205,mlp 16 4 ALDH1
11,96,Similarity,mlp,16,4,ALDH1,-0.02714245586352293,mlp 16 4 ALDH1
12,100,Similarity,mlp,16,4,ALDH1,0.0499586819754696,mlp 16 4 ALDH1
13,107,Similarity,mlp,16,4,ALDH1,0.18508444453531991,mlp 16 4 ALDH1
14,116,Similarity,mlp,16,4,ALDH1,0.3016334828766558,mlp 16 4 ALDH1
15,118,Similarity,mlp,16,4,ALDH1,0.5443068036742926,mlp 16 4 ALDH1
0,1,Similarity,mlp,16,4,PKM2,0,mlp 16 4 PKM2
1,1,Similarity,mlp,16,4,PKM2,0,mlp 16 4 PKM2
2,1,Similarity,mlp,16,4,PKM2,0,mlp 16 4 PKM2
3,1,Similarity,mlp,16,4,PKM2,0,mlp 16 4 PKM2
4,1,Similarity,mlp,16,4,PKM2,0,mlp 16 4 PKM2
5,1,Similarity,mlp,16,4,PKM2,0,mlp 16 4 PKM2
6,1,Similarity,mlp,16,4,PKM2,0,mlp 16 4 PKM2
7,1,Similarity,mlp,16,4,PKM2,0,mlp 16 4 PKM2
8,1,Similarity,mlp,16,4,PKM2,0,mlp 16 4 PKM2
9,2,Similarity,mlp,16,4,PKM2,-0.4324919199224705,mlp 16 4 PKM2
10,3,Similarity,mlp,16,4,PKM2,-0.8149085066168822,mlp 16 4 PKM2
11,3,Similarity,mlp,16,4,PKM2,-0.770313778516206,mlp 16 4 PKM2
12,3,Similarity,mlp,16,4,PKM2,-0.7303465833765352,mlp 16 4 PKM2
13,4,Similarity,mlp,16,4,PKM2,-1.0414832407988504,mlp 16 4 PKM2
14,5,Similarity,mlp,16,4,PKM2,-0.9925267532139728,mlp 16 4 PKM2
15,5,Similarity,mlp,16,4,PKM2,-0.631977450692618,mlp 16 4 PKM2
0,1,Similarity,mlp,16,4,VDR,0,mlp 16 4 VDR
1,1,Similarity,mlp,16,4,VDR,0,mlp 16 4 VDR
2,1,Similarity,mlp,16,4,VDR,0.7459942784304084,mlp 16 4 VDR
3,1,Similarity,mlp,16,4,VDR,0.669875691749963,mlp 16 4 VDR
4,1,Similarity,mlp,16,4,VDR,0.607852588753372,mlp 16 4 VDR
5,1,Similarity,mlp,16,4,VDR,0.5563415000760773,mlp 16 4 VDR
6,1,Similarity,mlp,16,4,VDR,0.512878753603678,mlp 16 4 VDR
7,1,Similarity,mlp,16,4,VDR,0.9514295264795463,mlp 16 4 VDR
8,1,Similarity,mlp,16,4,VDR,1.3307183715289386,mlp 16 4 VDR
9,2,Similarity,mlp,16,4,VDR,0.8309986264685808,mlp 16 4 VDR
10,3,Similarity,mlp,16,4,VDR,0.7815356652421985,mlp 16 4 VDR
11,3,Similarity,mlp,16,4,VDR,0.7376302083237272,mlp 16 4 VDR
12,3,Similarity,mlp,16,4,VDR,1.396790879659651,mlp 16 4 VDR
13,4,Similarity,mlp,16,4,VDR,0.9946855421729546,mlp 16 4 VDR
14,5,Similarity,mlp,16,4,VDR,0.6312433948589993,mlp 16 4 VDR
15,6,Similarity,mlp,16,4,VDR,0.3011439182326747,mlp 16 4 VDR
0,1,Similarity,mlp,16,5,ALDH1,0,mlp 16 5 ALDH1
1,11,Similarity,mlp,16,5,ALDH1,-0.6074925933587256,mlp 16 5 ALDH1
2,21,Similarity,mlp,16,5,ALDH1,-0.49207975332401865,mlp 16 5 ALDH1
3,26,Similarity,mlp,16,5,ALDH1,-0.0883455017068302,mlp 16 5 ALDH1
4,35,Similarity,mlp,16,5,ALDH1,-0.13783951615122625,mlp 16 5 ALDH1
5,47,Similarity,mlp,16,5,ALDH1,-0.22598794643616626,mlp 16 5 ALDH1
6,57,Similarity,mlp,16,5,ALDH1,0.09573733865940248,mlp 16 5 ALDH1
7,60,Similarity,mlp,16,5,ALDH1,0.7474796639024102,mlp 16 5 ALDH1
8,65,Similarity,mlp,16,5,ALDH1,0.9167128092472425,mlp 16 5 ALDH1
9,75,Similarity,mlp,16,5,ALDH1,1.0504965029345565,mlp 16 5 ALDH1
10,78,Similarity,mlp,16,5,ALDH1,1.0994817594512436,mlp 16 5 ALDH1
11,81,Similarity,mlp,16,5,ALDH1,1.1671256021314838,mlp 16 5 ALDH1
12,85,Similarity,mlp,16,5,ALDH1,1.2989257313622162,mlp 16 5 ALDH1
13,90,Similarity,mlp,16,5,ALDH1,1.4575400007156438,mlp 16 5 ALDH1
14,97,Similarity,mlp,16,5,ALDH1,1.3788959217218566,mlp 16 5 ALDH1
15,109,Similarity,mlp,16,5,ALDH1,1.2297301860789571,mlp 16 5 ALDH1
0,1,Similarity,mlp,16,5,PKM2,0,mlp 16 5 PKM2
1,2,Similarity,mlp,16,5,PKM2,-0.85067915990226,mlp 16 5 PKM2
2,2,Similarity,mlp,16,5,PKM2,-0.7589483904710405,mlp 16 5 PKM2
3,2,Similarity,mlp,16,5,PKM2,-0.6850751027970321,mlp 16 5 PKM2
4,2,Similarity,mlp,16,5,PKM2,-0.6243072920215642,mlp 16 5 PKM2
5,2,Similarity,mlp,16,5,PKM2,0,mlp 16 5 PKM2
6,2,Similarity,mlp,16,5,PKM2,0,mlp 16 5 PKM2
7,2,Similarity,mlp,16,5,PKM2,0,mlp 16 5 PKM2
8,3,Similarity,mlp,16,5,PKM2,-0.4608081302570747,mlp 16 5 PKM2
9,3,Similarity,mlp,16,5,PKM2,-0.4324919199224704,mlp 16 5 PKM2
10,3,Similarity,mlp,16,5,PKM2,-0.4074542533084411,mlp 16 5 PKM2
11,4,Similarity,mlp,16,5,PKM2,-0.770313778516206,mlp 16 5 PKM2
12,5,Similarity,mlp,16,5,PKM2,-0.7303465833765355,mlp 16 5 PKM2
13,5,Similarity,mlp,16,5,PKM2,-0.3471610802662839,mlp 16 5 PKM2
14,5,Similarity,mlp,16,5,PKM2,0.33084225107132426,mlp 16 5 PKM2
15,5,Similarity,mlp,16,5,PKM2,0.3159887253463092,mlp 16 5 PKM2
0,1,Similarity,mlp,16,5,VDR,0,mlp 16 5 VDR
1,1,Similarity,mlp,16,5,VDR,0,mlp 16 5 VDR
2,1,Similarity,mlp,16,5,VDR,0.7459942784304084,mlp 16 5 VDR
3,2,Similarity,mlp,16,5,VDR,1.339751383499926,mlp 16 5 VDR
4,2,Similarity,mlp,16,5,VDR,1.8235577662601161,mlp 16 5 VDR
5,2,Similarity,mlp,16,5,VDR,1.6690245002282318,mlp 16 5 VDR
6,2,Similarity,mlp,16,5,VDR,1.5386362608110338,mlp 16 5 VDR
7,2,Similarity,mlp,16,5,VDR,2.378573816198865,mlp 16 5 VDR
8,2,Similarity,mlp,16,5,VDR,3.1050095335675234,mlp 16 5 VDR
9,2,Similarity,mlp,16,5,VDR,4.154993132342903,mlp 16 5 VDR
10,2,Similarity,mlp,16,5,VDR,4.68921399145319,mlp 16 5 VDR
11,2,Similarity,mlp,16,5,VDR,7.007486979075408,mlp 16 5 VDR
12,2,Similarity,mlp,16,5,VDR,9.079140717787732,mlp 16 5 VDR
13,2,Similarity,mlp,16,5,VDR,9.61529357433856,mlp 16 5 VDR
14,4,Similarity,mlp,16,5,VDR,8.83740752802599,mlp 16 5 VDR
15,5,Similarity,mlp,16,5,VDR,8.432029710514886,mlp 16 5 VDR
0,1,Similarity,mlp,16,6,ALDH1,0,mlp 16 6 ALDH1
1,6,Similarity,mlp,16,6,ALDH1,0.20249753111957514,mlp 16 6 ALDH1
2,12,Similarity,mlp,16,6,ALDH1,0.6150996916550229,mlp 16 6 ALDH1
3,18,Similarity,mlp,16,6,ALDH1,0.9718005187751348,mlp 16 6 ALDH1
4,25,Similarity,mlp,16,6,ALDH1,1.3783951615122623,mlp 16 6 ALDH1
5,35,Similarity,mlp,16,6,ALDH1,1.6949095982712472,mlp 16 6 ALDH1
6,50,Similarity,mlp,16,6,ALDH1,2.058352781177158,mlp 16 6 ALDH1
7,73,Similarity,mlp,16,6,ALDH1,1.536485975799398,mlp 16 6 ALDH1
8,84,Similarity,mlp,16,6,ALDH1,1.4300719824256984,mlp 16 6 ALDH1
9,95,Similarity,mlp,16,6,ALDH1,1.4116046758183103,mlp 16 6 ALDH1
