index,train_cycle,train_binary_accuracy,train_balanced_accuracy,train_roc_auc,train_precision,train_tpr,train_tp,train_fn,train_fp,train_tn,test_cycle,test_binary_accuracy,test_balanced_accuracy,test_roc_auc,test_precision,test_tpr,test_tp,test_fn,test_fp,test_tn,screen_cycle,screen_binary_accuracy,screen_balanced_accuracy,screen_roc_auc,screen_precision,screen_tpr,screen_tp,screen_fn,screen_fp,screen_tn,hits_discovered,total_mols_screened,acquisition_method,architecture,n_start,batch_size,seed,bias,retrain,dataset,scrambledx,scrambledx_seed,cum_hits_discovered,mean_total_sims,mean_total_hits_sims,n_unique_scaffolds,mean_tani_per_batch,mean_tani_batch_to_start_batch,mean_tani_all_mols_to_start_batch,unique_patterns,Long_chain groups,Bicyclic,Ortho,Meta,Para,Macrocycle groups,Spiro-ring center,CIS or TRANS double bond in a ring,Unfused benzene ring,Multiple non-fused benzene rings,Fused benzene rings,Carbonyl group,Aldehyde,Amide,Carbamate,Carboxylate Ion,Carbonic Acid or Carbonic Ester,Carboxylic acid,Ester Also hits anhydrides,Ketone,Ether,Mono-Hydrogenated Cation,Amidinium,Cyanamide,"Primary or secondary amine, not amide",Enamine or Aniline Nitrogen,Azole,Hydrazine H2NNH2,Hydrazone C=NNH2,Substituted or un-substituted imine,Iminium,Unsubstituted dicarboximide,Substituted dicarboximide,Nitrate group,Nitrile,Nitro group,Hydroxyl,Enol,Phenol,Carbo-Thioester,"Thiol, Sulfide or Disulfide Sulfur",Thioamide,Sulfide,Mono-sulfide,Two Sulfides,Sulfone,Sulfonamide,Sulfoxide,Halogen,Three_halides groups,hit_unique_patterns,hit_Long_chain groups,hit_Bicyclic,hit_Ortho,hit_Meta,hit_Para,hit_Macrocycle groups,hit_Spiro-ring center,hit_CIS or TRANS double bond in a ring,hit_Unfused benzene ring,hit_Multiple non-fused benzene rings,hit_Fused benzene rings,hit_Carbonyl group,hit_Aldehyde,hit_Amide,hit_Carbamate,hit_Carboxylate Ion,hit_Carbonic Acid or Carbonic Ester,hit_Carboxylic acid,hit_Ester Also hits anhydrides,hit_Ketone,hit_Ether,hit_Mono-Hydrogenated Cation,hit_Amidinium,hit_Cyanamide,"hit_Primary or secondary amine, not amide",hit_Enamine or Aniline Nitrogen,hit_Azole,hit_Hydrazine H2NNH2,hit_Hydrazone C=NNH2,hit_Substituted or un-substituted imine,hit_Iminium,hit_Unsubstituted dicarboximide,hit_Substituted dicarboximide,hit_Nitrate group,hit_Nitrile,hit_Nitro group,hit_Hydroxyl,hit_Enol,hit_Phenol,hit_Carbo-Thioester,"hit_Thiol, Sulfide or Disulfide Sulfur",hit_Thioamide,hit_Sulfide,hit_Mono-sulfide,hit_Two Sulfides,hit_Sulfone,hit_Sulfonamide,hit_Sulfoxide,hit_Halogen,hit_Three_halides groups,enrichment,perc_of_tot_patterns,pattern_enrichment_aldehyde,aldehyde_hit_enrichment,pattern_enrichment_sulfonamide,sulfonamide_hit_enrichment
90,10,0.993749976158142,0.9966722129783694,1,0.9069767441860463,1,39,0,4,597,10,0.5840499997138977,0.552545733817777,0.5736675109789717,0.0617668182906392,0.5175526579739218,516,481,7838,11165,10,0.5841888189315796,0.5594804562951506,0.5877748832743217,0.0632205995388163,0.5320396199717,2632,2315,39000,55413,44,704,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,5,0.1353,0.1371,645,0.1351,0.1343,0.1343,46,58,258,439,417,477,3,11,63,523,158,7,540,0,423,18,40,0,40,87,50,360,119,16,0,138,313,216,23,36,10,18,5,18,0,33,37,81,8,34,3,97,24,181,181,19,102,85,2,207,28,40,2,18,33,24,31,1,0,8,36,14,0,33,0,30,0,2,0,2,2,6,23,7,1,0,7,22,12,2,5,2,1,1,1,0,1,0,4,2,1,0,12,5,17,17,1,8,6,0,12,1,1.2206795812897475,97.5609756097561,0,0,0.9440819169883209,0.9522536287242169
91,11,0.9957386255264282,0.9977272727272728,1,0.9361702127659576,1,44,0,3,657,11,0.600849986076355,0.5594856716653143,0.5834364114286764,0.063920099875156,0.5135406218655968,512,485,7498,11505,11,0.6001752614974976,0.5698725882852103,0.6021908980213463,0.06615242517287,0.5362201537838932,2650,2292,37409,56945,44,768,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,0,0.1354,0.1371,705,0.1346,0.1356,0.1344,46,65,289,481,456,527,3,11,69,571,171,7,594,0,469,20,44,0,44,101,56,395,121,16,0,150,344,231,23,40,12,18,7,20,0,34,38,87,9,37,3,104,28,197,197,21,112,94,3,221,29,40,2,18,33,24,31,1,0,8,36,14,0,33,0,30,0,2,0,2,2,6,23,7,1,0,7,22,12,2,5,2,1,1,1,0,1,0,4,2,1,0,12,5,17,17,1,8,6,0,12,1,1.121421199045205,97.5609756097561,0,0,0.957039904084239,0.9522536287242169
92,12,0.98046875,0.9896408839779004,1,0.7457627118644068,1,44,0,15,709,12,0.5981000065803528,0.5461587097766488,0.5770887360814222,0.0607610729881472,0.4884653961885657,487,510,7528,11475,12,0.600098729133606,0.5663821337162158,0.595529442841447,0.0654006855312867,0.5289356535815459,2614,2328,37355,56935,46,832,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,2,0.135,0.1368,763,0.134,0.1324,0.1343,46,70,307,521,500,572,3,13,73,622,183,7,636,0,498,20,48,0,48,113,59,429,129,17,0,167,373,257,25,41,12,19,7,21,0,39,41,93,10,39,3,111,31,210,210,24,122,104,4,245,32,40,2,18,35,26,33,1,0,8,38,14,0,34,0,30,0,3,0,3,2,6,24,7,1,0,8,23,13,2,5,2,1,1,1,0,2,0,4,2,1,0,12,6,17,17,1,8,6,0,13,1,1.0842316403194303,97.5609756097561,0,0,0.9774024552349675,0.9108512970405553
93,13,0.9651442170143129,0.9815521628498728,1,0.6133333333333333,1,46,0,29,757,13,0.5948500037193298,0.5525267324364295,0.5846915846207252,0.0621148631994084,0.5055165496489469,504,493,7610,11393,13,0.5967550277709961,0.5701913087370645,0.6020439064675412,0.0661285930033918,0.5406882591093117,2671,2269,37720,56508,46,896,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,0,0.1354,0.1368,818,0.1354,0.137,0.1344,46,74,326,559,543,617,3,13,77,671,199,8,688,0,538,21,52,0,52,121,64,458,141,22,0,182,401,274,27,46,12,24,7,21,0,41,42,101,10,43,3,122,33,235,235,24,130,109,4,267,39,40,2,18,35,26,33,1,0,8,38,14,0,34,0,30,0,3,0,3,2,6,24,7,1,0,8,23,13,2,5,2,1,1,1,0,2,0,4,2,1,0,12,6,17,17,1,8,6,0,13,1,1.0084006399673306,97.5609756097561,0,0,0.9512220323268881,0.9108512970405553
94,14,0.9408482313156128,0.9688235294117646,1,0.4646464646464646,1,46,0,53,797,14,0.5978000164031982,0.5521783473875819,0.5822903378345319,0.0621349571268795,0.5015045135406219,500,497,7547,11456,14,0.5996326804161072,0.5700762662850085,0.5971346969031719,0.0662737851470808,0.537246963562753,2654,2286,37392,56772,48,960,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,2,0.1351,0.1359,877,0.1328,0.1333,0.1344,47,78,349,600,584,662,3,13,85,720,217,10,736,0,573,24,56,0,56,128,68,491,147,24,1,200,427,293,28,51,13,26,7,22,0,45,45,105,10,45,4,135,35,255,255,27,143,121,4,288,41,40,2,19,37,27,35,1,0,9,40,14,0,35,0,30,0,3,0,3,3,6,26,7,1,0,8,23,14,2,5,3,1,1,1,0,2,0,4,2,1,0,13,6,18,18,1,8,6,0,13,1,0.983461027441582,97.5609756097561,0,0,0.9855474756952589,0.8728991596638656
95,15,0.9354166388511658,0.9660087719298244,1,0.4363636363636363,1,48,0,62,850,15,0.5992500185966492,0.5543669634383337,0.579878191644871,0.0626869391824526,0.5045135406218656,503,494,7521,11482,15,0.5988388657569885,0.5696660717829354,0.6023397650364638,0.0661612509040125,0.5372620494127177,2653,2285,37446,56656,51,1000,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,3,0.1351,0.1357,915,0.136,0.1345,0.1344,47,81,363,627,611,695,3,14,88,752,226,11,768,0,598,25,59,0,59,134,70,517,155,24,1,212,446,308,28,54,13,27,8,22,0,47,48,110,10,48,4,145,36,266,266,28,148,126,4,292,41,41,2,21,40,30,38,1,0,9,41,15,1,37,0,31,0,3,0,3,4,6,28,8,1,0,8,23,15,2,5,3,1,1,1,0,3,0,4,2,1,0,13,6,19,19,1,8,6,0,13,1,1.0039124832754815,100,0,0,0.9852216748768473,0.8215521502718734
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,5,0.1355,0.0994,62,0.1355,0.1334,0.1334,41,7,19,39,35,43,0,1,7,49,13,2,50,0,37,4,5,0,5,14,2,32,12,2,0,14,27,25,2,5,0,2,2,3,0,2,2,4,0,2,0,6,4,16,16,1,12,10,0,12,4,22,1,2,3,3,5,0,0,2,4,0,0,4,0,2,0,0,0,0,1,1,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,1,0,1.2073853346147716,55.00000000000001,0,0,1.2217530690437095,1.3966386554621848
97,1,1,1,1,1,1,5,0,0,59,1,0.5843999981880188,0.5242183425506747,0.5318210063543258,0.0554272517321016,0.4573721163490471,456,541,7771,11232,1,0.5824828147888184,0.5217659267821059,0.5298646467338881,0.0548340198691543,0.4543264404738004,2263,2718,39007,55948,6,128,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,1,0.1317,0.10455,125,0.1284,0.1313,0.1313,41,10,53,72,76,80,0,1,12,93,23,4,92,0,70,4,6,0,6,24,7,66,21,3,0,35,54,42,5,8,0,3,2,3,0,4,4,16,0,11,0,14,6,35,35,4,22,18,0,29,6,22,1,3,3,4,5,0,0,2,5,0,0,5,0,3,0,0,0,0,2,1,3,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,3,1,0,1,0,0.8183739663286709,55.00000000000001,0,0,1.0995777621393386,1.1638655462184875
98,2,1,1,1,1,1,6,0,0,122,2,0.5831999778747559,0.5121822342256998,0.5209382027047305,0.0526636596367182,0.4332998996990972,432,565,7771,11232,2,0.586700975894928,0.5178468754248118,0.5239256450410672,0.0540142039171356,0.4413654618473895,2198,2782,38495,56397,8,192,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,2,0.1342,0.1137,184,0.1321,0.1378,0.1345,42,15,71,109,115,123,0,1,15,147,37,4,140,0,107,5,7,0,7,34,11,97,24,3,0,48,88,57,6,9,1,3,4,6,0,7,8,22,0,13,0,16,11,46,46,5,36,30,0,50,12,25,1,3,5,6,7,0,0,2,7,1,0,7,0,5,0,0,0,0,3,1,5,0,0,0,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,3,1,0,1,0,0.7603086176427384,62.5,0,0,1.2217530690437095,0.8728991596638656
99,3,0.9947916865348816,0.997282608695652,1,0.8888888888888888,1,8,0,1,183,3,0.5822499990463257,0.5287892567878872,0.5377016963641543,0.0564263322884012,0.469408224674022,468,529,7826,11177,3,0.5811758637428284,0.527015605985751,0.5381099499402346,0.0560378086419753,0.4668541582965046,2324,2654,39148,55682,17,256,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,9,0.132,0.12085,244,0.1318,0.1305,0.1332,44,16,94,146,165,174,1,2,22,195,53,5,184,1,139,7,9,0,9,41,18,125,31,5,0,62,116,76,9,11,3,5,5,7,0,9,14,27,0,17,0,24,15,62,62,8,45,37,0,72,14,29,1,8,9,15,14,0,1,4,14,3,0,13,1,8,0,0,0,0,7,3,10,1,0,0,3,8,7,0,0,1,0,0,0,0,0,2,0,0,0,0,3,1,7,7,3,3,1,0,5,0,1.239747058198342,72.5,1.3901245551601424,5.5338512763596,1.1301215888654312,0.4107760751359368
100,4,1,1,1,1,1,17,0,0,239,4,0.5701000094413757,0.5466303662869891,0.5722341734459813,0.0600763977312188,0.5205616850551655,519,478,8120,10883,4,0.5705406069755554,0.5476554713080237,0.5722158172014419,0.0602689458160113,0.5222378748239083,2595,2374,40462,54313,17,320,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,0,0.1327,0.12085,304,0.1315,0.1362,0.134,45,23,115,181,201,219,1,4,26,245,72,6,229,1,176,8,12,0,12,51,23,154,40,5,0,75,140,98,10,15,3,5,6,10,0,9,21,33,0,20,0,41,17,82,82,10,58,46,1,93,16,29,1,8,9,15,14,0,1,4,14,3,0,13,1,8,0,0,0,0,7,3,10,1,0,0,3,8,7,0,0,1,0,0,0,0,0,2,0,0,0,0,3,1,7,7,3,3,1,0,5,0,1.0057442143749955,72.5,1.112099644128114,5.5338512763596,1.1240128235202127,0.4107760751359368
101,5,0.990625023841858,0.995049504950495,1,0.85,1,17,0,3,300,5,0.562749981880188,0.5446633274553967,0.5643170367810266,0.0594723675233113,0.5245737211634904,523,474,8271,10732,5,0.5670645833015442,0.5428714708877675,0.5616216058562995,0.0591956411321974,0.5159991950090561,2564,2405,40750,53961,23,384,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,6,0.1328,0.124,365,0.1311,0.1338,0.1339,45,27,138,217,245,271,1,5,34,294,90,7,274,1,214,9,13,0,13,58,28,188,51,7,0,85,169,120,11,18,3,7,6,12,0,12,25,37,0,22,0,56,17,102,102,16,70,54,1,117,20,32,1,11,12,19,19,0,1,5,18,5,1,17,1,11,0,0,0,0,8,4,13,3,1,0,5,13,8,0,0,1,1,0,0,0,0,2,0,0,0,0,6,1,9,9,4,4,1,0,5,0,1.1446580181098842,80,0.9267497034400949,4.090237899917965,1.0995777621393386,0.30361709901351847
102,6,0.9973958134651184,0.9986149584487536,1,0.9583333333333334,1,23,0,1,360,6,0.5680999755859375,0.5389252005872904,0.558227014886685,0.0583747543636573,0.506519558676028,505,492,8146,10857,6,0.5679609775543213,0.5417286466118278,0.557809796232094,0.0589393693672821,0.5125931896030627,2544,2419,40619,54034,28,448,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,5,0.132,0.122,426,0.1312,0.1311,0.1334,46,30,162,248,275,310,2,6,40,342,104,9,320,1,249,10,16,0,16,65,34,219,61,10,0,96,194,141,11,21,4,11,10,17,0,13,27,44,1,24,0,63,19,119,119,19,76,59,2,128,21,32,1,13,14,22,21,0,2,5,22,6,1,20,1,14,0,0,0,0,8,5,17,5,1,0,5,15,10,0,0,1,1,0,0,0,0,2,0,0,0,0,7,1,11,11,6,6,2,0,6,0,1.2025544424817949,80,0.7943568886629385,3.3598382749326143,1.0297633010511265,0.4987995198079232
103,7,0.9977678656578064,0.9988095238095238,1,0.9655172413793104,1,28,0,1,419,7,0.5835000276565552,0.5570082346180782,0.5868105553306766,0.0627310673822301,0.5275827482447342,526,471,7859,11144,7,0.5828712582588196,0.5629108133498459,0.5869352948512777,0.063939899833055,0.5407422347720855,2681,2277,39249,55345,31,512,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,3,0.1316,0.1259,484,0.1332,0.1324,0.1333,46,36,186,289,316,353,3,9,43,388,117,10,369,1,290,12,19,0,19,73,41,256,70,11,0,107,225,159,12,29,4,12,10,21,0,14,33,48,1,26,0,73,19,134,134,20,86,66,2,145,23,33,2,15,17,24,24,0,2,5,25,7,1,22,1,16,0,0,0,0,8,5,19,5,1,0,5,17,11,0,1,1,1,0,0,0,0,2,0,0,0,0,8,1,12,12,6,6,2,0,7,0,1.170951312697356,82.5,0.6950622775800712,3.034692635423007,1.0079462819610603,0.4505285985361887
104,8,0.99609375,0.997920997920998,1,0.9393939393939394,1,31,0,2,479,8,0.5794000029563904,0.5586522235759533,0.5876806074699391,0.0629494282683013,0.5356068204613842,534,463,7949,11054,8,0.5783109664916992,0.5643954433906726,0.5911871948613335,0.064093501107498,0.5489404641775983,2720,2235,39718,54815,36,576,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,5,0.132,0.1293,539,0.1344,0.1349,0.1335,46,42,211,327,355,402,3,9,45,436,130,10,418,2,329,14,21,0,21,82,48,289,73,11,0,119,253,188,13,31,5,12,10,25,0,14,35,59,2,31,0,88,21,157,157,22,94,72,2,166,25,37,2,17,21,28,29,0,2,5,30,8,1,26,1,19,0,1,0,1,10,6,22,5,1,0,6,20,14,0,1,1,1,0,2,0,0,2,0,0,0,0,11,1,15,15,6,8,4,0,9,1,1.2135663707670086,92.5,1.2356662712534598,2.6132075471698113,0.9774024552349675,0.7759103641456582
105,9,0.9965277910232544,0.9981481481481482,1,0.9473684210526316,1,36,0,2,538,9,0.5885499715805054,0.5625168670247969,0.5887642668045182,0.0641272902603664,0.5336008024072216,532,465,7764,11239,9,0.5902599096298218,0.5704667822668542,0.6041823713776844,0.0658692804114707,0.5484848484848485,2715,2235,38503,55971,39,640,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,3,0.1318,0.1302,591,0.1343,0.1332,0.1334,47,50,232,365,396,452,3,11,47,488,139,11,470,2,372,15,24,0,24,89,58,320,79,12,0,130,283,203,16,34,5,13,11,26,0,15,38,66,2,34,1,95,23,172,172,23,105,83,2,189,30,37,3,19,24,31,32,0,2,5,32,8,1,29,1,21,0,1,0,1,12,8,25,5,1,0,7,22,14,0,1,1,1,0,2,0,0,2,0,0,0,0,11,1,16,16,7,8,4,0,9,1,1.1870316359587905,92.5,1.112099644128114,2.4121915820029027,1.0140550473062788,0.7162249515190692
106,10,0.993749976158142,0.9966722129783694,1,0.9069767441860463,1,39,0,4,597,10,0.5840499997138977,0.5610992056314184,0.5873282901907849,0.0636471990464839,0.5356068204613842,534,463,7856,11147,10,0.585869550704956,0.5686015592935975,0.5995407279798124,0.0652784782765329,0.5494238932686477,2718,2229,38919,55494,44,704,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,5,0.1322,0.1313,642,0.1349,0.1353,0.1337,47,58,249,399,427,496,3,12,50,541,153,11,520,2,414,15,28,0,28,98,64,351,86,14,0,141,312,229,20,36,5,15,12,31,0,16,44,70,2,36,1,108,26,192,192,24,113,89,2,207,32,37,3,20,28,32,37,0,3,5,37,11,1,34,1,25,0,1,0,1,14,9,28,5,1,0,7,24,17,0,1,1,1,0,4,0,0,2,0,0,0,0,13,1,18,18,8,9,4,0,12,1,1.2206795812897475,92.5,1.0109996764801035,2.1380789022298456,0.9885093013171831,0.6348357524828113
107,11,1,1,1,1,1,44,0,0,660,11,0.5899999737739563,0.5623295186828707,0.5839309751598636,0.0641413530194844,0.5315947843530592,530,467,7733,11270,11,0.5903863310813904,0.5723917269908916,0.603360077648974,0.066276613823408,0.5524079320113314,2730,2212,38461,55893,45,768,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,1,0.132,0.1315,696,0.1345,0.1329,0.1335,47,65,276,428,461,538,3,12,60,585,164,12,568,2,450,17,29,0,29,112,71,382,102,19,0,161,338,248,23,38,8,20,12,32,0,18,47,78,4,37,1,116,29,204,204,27,119,94,2,223,34,37,3,20,29,33,38,0,3,5,38,11,1,35,1,25,0,1,0,1,14,9,28,5,1,0,8,25,18,0,1,1,1,0,4,0,0,2,0,0,0,0,13,1,18,18,8,9,4,0,12,1,1.1469080444780504,92.5,0.9267497034400949,2.090566037735849,0.957039904084239,0.6207282913165266
108,12,0.9895833134651184,0.9944674965421854,1,0.8490566037735849,1,45,0,8,715,12,0.5861499905586243,0.557452365516272,0.5788174131403313,0.0629202689721421,0.5255767301905717,524,473,7804,11199,12,0.588403046131134,0.5686207029569202,0.5992578448257633,0.0653915990800145,0.5466504756122242,2701,2240,38604,55688,47,832,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,2,0.1324,0.1288,756,0.1359,0.1377,0.1339,47,68,294,462,495,586,3,12,66,635,184,12,618,2,485,18,32,0,32,129,78,421,111,20,0,173,364,268,23,44,9,21,12,33,0,22,50,85,4,40,1,125,32,221,221,31,129,103,2,242,37,37,3,20,30,34,40,0,3,6,40,12,1,36,1,25,0,1,0,1,15,9,29,6,1,0,8,25,19,0,1,1,1,0,4,0,0,2,0,0,0,0,13,1,18,18,8,9,4,0,14,1,1.107801893369853,92.5,0.8554612647139338,2.001605780810919,0.968004354703862,0.5943143214732701
109,13,0.9831730723381042,0.9910828025477708,1,0.7704918032786885,1,47,0,14,771,13,0.5874000191688538,0.5519326489704339,0.5855146083411524,0.0617373444484716,0.5125376128385155,511,486,7766,11237,13,0.5908398628234863,0.5715429975511277,0.5999329364678023,0.0661537337780916,0.5501113585746102,2717,2222,38354,55876,52,896,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,5,0.1324,0.1296,815,0.1354,0.1342,0.1339,47,71,319,505,530,626,3,13,70,678,198,13,662,2,519,19,35,0,35,142,79,460,122,22,0,182,392,288,24,46,11,24,12,37,0,25,54,97,5,46,1,133,33,235,235,31,145,116,2,258,39,39,3,23,34,35,41,0,3,7,43,12,1,39,1,28,0,1,0,1,16,10,32,6,1,0,9,28,21,0,1,2,1,0,4,0,0,4,1,1,0,0,13,1,19,19,8,10,5,0,14,1,1.1399311582239389,97.5,0.7943568886629385,1.8091436865021773,1.0123096857790737,0.6714608920491274
110,14,0.9933035969734192,0.9964454976303316,1,0.896551724137931,1,52,0,6,838,14,0.5981000065803528,0.5518610243190762,0.5775848832610551,0.0620723970643114,0.5005015045135406,499,498,7540,11463,14,0.5989304184913635,0.5670372905317345,0.5978790988580887,0.0654767848227658,0.531617349006891,2623,2311,37437,56734,52,960,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,0,0.1326,0.1296,872,0.137,0.1359,0.1342,47,79,350,545,569,665,3,14,77,723,208,15,714,2,558,19,43,0,43,155,87,495,129,24,0,194,422,308,25,51,11,26,13,38,0,27,58,106,6,50,1,143,37,251,251,34,154,124,2,266,42,39,3,23,34,35,41,0,3,7,43,12,1,39,1,28,0,1,0,1,16,10,32,6,1,0,9,28,21,0,1,2,1,0,4,0,0,4,1,1,0,0,13,1,19,19,8,10,5,0,14,1,1.065416113061714,97.5,0.741399762752076,1.8091436865021773,1.009982537076133,0.6714608920491274
111,15,0.9697916507720948,0.9840308370044052,1,0.6419753086419753,1,52,0,29,879,15,0.5989000201225281,0.5541827819932987,0.5759338743484043,0.0626322998381272,0.5045135406218656,503,494,7528,11475,15,0.6024878621101379,0.5650694806521046,0.5929903833646415,0.06522397858694,0.5235103364410215,2583,2351,37019,57088,55,1000,Random,mlp,64,64,6,Innate,TRUE,ALDH1,NA,NA,3,0.1329,0.1307,906,0.1366,0.1357,0.1343,47,84,363,574,592,694,3,15,79,754,221,15,745,2,584,21,47,0,47,160,88,512,132,24,0,205,444,323,27,52,11,26,14,40,0,28,65,112,6,54,1,153,41,264,264,35,165,131,2,281,44,40,3,23,36,38,44,0,3,7,46,15,1,42,1,31,0,1,0,1,16,11,33,6,1,0,11,30,21,1,1,2,1,0,4,0,0,6,1,1,0,0,14,2,20,20,8,12,7,0,16,1,1.0826507172578723,100,0.7117437722419929,1.7104631217838764,1.024317773086246,0.8887700534759359
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,Random,mlp,64,64,7,Innate,TRUE,ALDH1,NA,NA,1,0.124,NA,62,0.124,0.1221,0.1221,40,3,18,31,33,42,0,2,10,48,16,2,45,0,32,2,4,0,4,6,5,29,11,2,0,10,31,18,2,1,0,2,1,1,0,5,1,4,0,0,0,6,3,16,16,2,9,8,0,22,7,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24147706692295431,12.5,0,0,0.9774024552349675,0
113,1,0.84375,0.9206349206349208,1,0.0909090909090909,1,1,0,10,53,1,0.6070500016212463,0.4876678395973058,0.4758779838964349,0.0467635402906208,0.3550651955867603,354,643,7216,11787,1,0.6081592440605164,0.4807482562906041,0.468316062340638,0.0450260943657471,0.3392176529588766,1691,3294,35865,59086,3,128,Random,mlp,64,64,7,Innate,TRUE,ALDH1,NA,NA,2,0.1296,0.1431,123,0.136,0.1292,0.1292,45,6,43,70,77,87,0,3,15,92,29,2,96,0,68,4,10,1,10,15,11,62,19,3,0,18,56,38,3,5,1,3,1,4,0,6,2,13,1,4,0,11,4,33,33,2,13,12,1,40,8,16,0,2,1,2,2,0,0,2,2,1,0,3,0,2,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.40918698316433544,40,0,0,0.7330518414262256,2.327731092436975
114,2,0.9453125,0.972,1,0.3,1,3,0,7,118,2,0.591949999332428,0.4996798267242922,0.4959672207170371,0.0497737556561085,0.3971915747241725,396,601,7560,11443,2,0.5921379327774048,0.4927285963689669,0.4914633591536943,0.048153484492303,0.3822998193859121,1905,3078,37656,57233,5,192,Random,mlp,64,64,7,Innate,TRUE,ALDH1,NA,NA,2,0.1323,0.1619,184,0.133,0.131,0.1301,45,13,67,107,113,131,0,4,18,145,39,2,147,0,112,6,13,1,13,25,16,91,28,3,0,30,86,60,6,7,2,3,1,7,0,8,4,18,2,7,0,21,6,54,54,3,21,17,1,58,11,19,0,2,2,2,4,0,0,2,4,2,0,4,0,3,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,2,0,0.47519288602671145,47.5,0,0,0.6923267391247686,2.7932773109243696
115,3,0.953125,0.9759358288770054,1,0.3571428571428571,1,5,0,9,178,3,0.5978000164031982,0.5246171604325158,0.5271156573440787,0.0557306770899003,0.4433299899699097,442,555,7489,11514,3,0.595553457736969,0.507820280936499,0.5112585723817513,0.0517809190859806,0.4103593655892391,2044,2937,37430,57397,9,256,Random,mlp,64,64,7,Innate,TRUE,ALDH1,NA,NA,4,0.1312,0.1327,242,0.1306,0.1261,0.1288,45,17,87,139,147,173,0,6,22,193,53,5,188,0,138,6,18,1,18,32,20,120,40,11,0,51,113,73,9,10,2,11,2,10,0,12,10,25,3,10,0,32,7,66,66,3,30,25,2,79,12,26,0,3,4,5,8,0,0,2,8,3,0,6,0,5,0,0,0,0,1,0,2,3,1,0,3,3,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,4,3,0,3,0,0.6563366778697104,65,0,0,0.7635956681523184,2.3277310924369745
116,4,0.95703125,0.9777327935222672,1,0.45,1,9,0,11,236,4,0.5941500067710876,0.5450304763683251,0.5549501738916692,0.0603852803161274,0.4904714142427281,489,508,7609,11394,4,0.5909227728843689,0.53875866912391,0.5503090149347799,0.0589234708953018,0.4808117339762909,2393,2584,38219,56548,10,320,Random,mlp,64,64,7,Innate,TRUE,ALDH1,NA,NA,1,0.1316,0.1398,303,0.1332,0.1287,0.1287,46,22,114,172,182,209,0,6,30,236,69,5,234,0,176,8,18,1,18,43,27,150,50,12,0,63,146,97,11,14,2,12,2,11,0,15,15,32,3,14,1,40,10,81,81,4,34,28,2,96,15,27,1,3,4,5,8,0,0,2,9,3,0,7,0,6,0,0,0,0,1,0,2,3,1,0,3,3,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,4,3,0,3,0,0.5916142437499975,67.5,0,0,0.6841817186644773,2.0949579831932774
