index,train_cycle,train_binary_accuracy,train_balanced_accuracy,train_roc_auc,train_precision,train_tpr,train_tp,train_fn,train_fp,train_tn,test_cycle,test_binary_accuracy,test_balanced_accuracy,test_roc_auc,test_precision,test_tpr,test_tp,test_fn,test_fp,test_tn,screen_cycle,screen_binary_accuracy,screen_balanced_accuracy,screen_roc_auc,screen_precision,screen_tpr,screen_tp,screen_fn,screen_fp,screen_tn,hits_discovered,total_mols_screened,acquisition_method,architecture,n_start,batch_size,seed,bias,retrain,dataset,scrambledx,scrambledx_seed,cum_hits_discovered,mean_total_sims,mean_total_hits_sims,n_unique_scaffolds,mean_tani_per_batch,mean_tani_batch_to_start_batch,mean_tani_all_mols_to_start_batch,unique_patterns,Long_chain groups,Bicyclic,Ortho,Meta,Para,Macrocycle groups,Spiro-ring center,CIS or TRANS double bond in a ring,Unfused benzene ring,Multiple non-fused benzene rings,Fused benzene rings,Carbonyl group,Aldehyde,Amide,Carbamate,Carboxylate Ion,Carbonic Acid or Carbonic Ester,Carboxylic acid,Ester Also hits anhydrides,Ketone,Ether,Mono-Hydrogenated Cation,Amidinium,Cyanamide,"Primary or secondary amine, not amide",Enamine or Aniline Nitrogen,Azole,Hydrazine H2NNH2,Hydrazone C=NNH2,Substituted or un-substituted imine,Iminium,Unsubstituted dicarboximide,Substituted dicarboximide,Nitrate group,Nitrile,Nitro group,Hydroxyl,Enol,Phenol,Carbo-Thioester,"Thiol, Sulfide or Disulfide Sulfur",Thioamide,Sulfide,Mono-sulfide,Two Sulfides,Sulfone,Sulfonamide,Sulfoxide,Halogen,Three_halides groups,hit_unique_patterns,hit_Long_chain groups,hit_Bicyclic,hit_Ortho,hit_Meta,hit_Para,hit_Macrocycle groups,hit_Spiro-ring center,hit_CIS or TRANS double bond in a ring,hit_Unfused benzene ring,hit_Multiple non-fused benzene rings,hit_Fused benzene rings,hit_Carbonyl group,hit_Aldehyde,hit_Amide,hit_Carbamate,hit_Carboxylate Ion,hit_Carbonic Acid or Carbonic Ester,hit_Carboxylic acid,hit_Ester Also hits anhydrides,hit_Ketone,hit_Ether,hit_Mono-Hydrogenated Cation,hit_Amidinium,hit_Cyanamide,"hit_Primary or secondary amine, not amide",hit_Enamine or Aniline Nitrogen,hit_Azole,hit_Hydrazine H2NNH2,hit_Hydrazone C=NNH2,hit_Substituted or un-substituted imine,hit_Iminium,hit_Unsubstituted dicarboximide,hit_Substituted dicarboximide,hit_Nitrate group,hit_Nitrile,hit_Nitro group,hit_Hydroxyl,hit_Enol,hit_Phenol,hit_Carbo-Thioester,"hit_Thiol, Sulfide or Disulfide Sulfur",hit_Thioamide,hit_Sulfide,hit_Mono-sulfide,hit_Two Sulfides,hit_Sulfone,hit_Sulfonamide,hit_Sulfoxide,hit_Halogen,hit_Three_halides groups,enrichment,perc_of_tot_patterns,pattern_enrichment_aldehyde,aldehyde_hit_enrichment,pattern_enrichment_sulfonamide,sulfonamide_hit_enrichment
63,15,0.9854166507720948,0.9922566371681416,1,0.8,1,56,0,14,890,15,0.6006500124931335,0.5646075467891861,0.5930007039483973,0.0650821304131408,0.5245737211634904,523,474,7513,11490,15,0.602887749671936,0.5686509227150569,0.5994699989632778,0.0660072668550666,0.5306288032454362,2616,2314,37016,57094,57,1000,Random,mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,1,0.1333,0.1262,902,0.1304,0.1328,0.1342,47,85,374,588,591,683,5,16,80,732,222,15,741,1,558,20,63,0,63,154,89,506,144,26,0,202,446,308,34,46,5,26,11,29,0,37,49,140,5,65,1,157,32,263,263,37,148,124,4,289,47,41,6,24,33,26,38,0,3,7,44,16,0,40,0,27,1,4,0,4,11,10,29,9,1,0,13,28,18,0,4,1,1,1,5,0,3,5,3,0,2,0,11,2,18,18,6,12,10,1,18,2,1.1220198342490677,100,0.35587188612099646,0,0.9695832355930878,1.2251216275984078
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,64,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,2,0.1312,0.1519,63,0.1312,0.1292,0.1292,40,5,23,40,34,37,2,1,6,49,22,0,52,0,41,1,4,0,4,14,4,38,14,1,0,9,28,18,2,4,0,1,0,1,0,4,4,14,0,7,0,6,2,17,17,3,10,8,0,16,2,12,0,2,2,2,2,0,0,0,2,0,0,2,0,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48295413384590863,30,0,0,0.9774024552349675,0
65,1,0.984375,0.9919354838709676,1,0.6666666666666666,1,2,0,1,61,1,0.5810999870300293,0.4763880654223894,0.4547773721627969,0.0443264600567971,0.3600802407221665,359,638,7740,11263,1,0.5817323327064514,0.4821758720499752,0.469702307008343,0.045705824284304,0.3715890850722311,1852,3132,38668,56284,6,128,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,4,0.1326,0.1193,120,0.1337,0.1327,0.1327,43,12,47,72,65,80,2,1,11,98,33,1,97,0,76,2,7,0,7,24,7,65,29,5,0,27,56,29,4,9,0,5,1,4,0,4,6,23,0,11,0,17,8,34,34,4,21,16,1,35,5,27,0,4,4,4,5,0,0,1,5,1,0,5,0,4,0,0,0,0,1,1,3,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,2,2,1,3,1,0,1,0,0.8183739663286709,67.5,0,0,0.9774024552349675,1.1638655462184875
66,2,1,1,1,1,1,6,0,0,122,2,0.5680999755859375,0.4838028266771582,0.4840760243156454,0.04620501247179,0.3901705115346038,389,608,8030,10973,2,0.5699294805526733,0.4984613495079674,0.4980659507312223,0.0495183410050775,0.4190763052208835,2087,2893,40059,54833,8,192,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,2,0.1342,0.1383,180,0.1339,0.1346,0.1337,43,15,78,106,103,123,2,1,16,139,47,2,150,0,112,4,11,0,11,35,14,96,33,6,0,36,76,50,7,10,0,6,1,6,0,9,12,31,0,16,0,34,11,58,58,8,26,21,1,53,5,30,0,6,6,6,7,0,0,1,6,1,0,7,0,5,0,1,0,1,1,2,4,1,0,0,1,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2,1,2,2,1,3,1,0,1,0,0.7603086176427384,75,0,0,0.8552271483305965,0.8728991596638656
67,3,1,1,1,1,1,8,0,0,184,3,0.5723000168800354,0.510247840822895,0.5104936711940801,0.0521512385919165,0.4413239719157472,440,557,7997,11006,3,0.5736614465713501,0.5188737097240301,0.5244780154052925,0.0541130678312052,0.4580152671755725,2280,2698,39854,54976,12,256,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,4,0.133,0.1376,240,0.1349,0.1304,0.1326,44,19,104,144,146,168,2,1,19,188,62,2,196,0,149,4,15,0,15,41,18,128,41,7,0,49,108,71,8,13,1,7,2,12,0,11,15,37,0,21,0,44,11,74,74,10,35,28,1,68,9,32,1,7,8,8,10,0,0,2,9,2,0,11,0,8,0,1,0,1,1,3,5,2,0,0,2,4,1,2,1,0,0,1,3,0,0,0,1,0,0,0,2,1,2,2,1,4,2,0,2,0,0.8751155704929472,80,0,0,0.8552271483305965,1.1638655462184875
68,4,1,1,1,1,1,12,0,0,244,4,0.5708500146865845,0.5147119250716418,0.5118197828764935,0.05313383600377,0.4523570712136409,451,546,8037,10966,4,0.572615921497345,0.5275459295586178,0.5352474059580643,0.0560075462799198,0.4774829111379172,2375,2599,40030,54740,15,320,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,3,0.1348,0.136,299,0.1365,0.1372,0.1337,45,20,125,184,187,212,2,2,25,240,82,2,246,0,184,7,17,0,17,48,22,163,51,12,0,65,143,88,10,15,1,12,2,15,0,13,20,41,0,22,1,58,15,95,95,14,44,35,1,89,12,34,1,8,10,11,13,0,1,3,11,3,0,14,0,11,0,2,0,2,1,4,6,2,0,0,2,6,2,2,1,0,0,1,3,0,1,0,1,0,0,0,3,1,4,4,1,4,2,0,4,0,0.8874213656249963,85,0,0,0.8552271483305967,0.9310924369747899
69,5,0.990625023841858,0.9950819672131148,1,0.8333333333333334,1,15,0,3,302,5,0.5774999856948853,0.5243888799482698,0.5353721797925483,0.0553633217993079,0.4653961885656971,464,533,7917,11086,5,0.5788823962211609,0.5421308427490347,0.5572439026289975,0.059347463681829,0.5013075839871253,2492,2479,39498,55211,17,384,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,2,0.1345,0.1387,356,0.1342,0.1321,0.1334,48,25,143,218,226,260,2,4,30,290,97,4,296,1,217,11,23,0,23,64,30,197,59,14,1,78,172,103,12,18,1,14,2,18,0,17,25,47,1,27,1,64,18,107,107,19,55,40,1,105,14,35,1,8,11,12,14,0,1,4,12,4,0,16,0,12,0,3,0,3,1,5,6,2,0,0,2,7,3,2,1,0,0,1,3,0,1,0,2,1,0,0,3,1,4,4,1,4,2,0,5,0,0.8460515786029579,87.5,0.9267497034400949,0,0.8145020460291396,0.8215521502718736
70,6,0.9869791865348816,0.9931880108991826,1,0.7727272727272727,1,17,0,5,362,6,0.5948500037193298,0.5268663169955058,0.5405533286699017,0.0562078441169123,0.4513540621865596,450,547,7556,11447,6,0.5962596535682678,0.5429816935323474,0.5608566747015857,0.0600129811772929,0.4837995572549808,2404,2565,37654,56993,19,448,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,2,0.1345,0.1359,415,0.1344,0.1335,0.1334,48,29,163,260,267,308,2,4,32,337,110,6,348,1,258,11,26,0,26,75,33,235,67,16,1,94,203,127,14,19,3,16,2,20,0,18,26,55,2,31,1,73,20,120,120,20,69,51,1,123,15,35,1,9,13,13,15,0,1,5,13,4,0,18,0,12,0,3,0,3,2,7,8,2,0,0,3,8,4,2,1,0,0,1,3,0,1,0,2,1,0,0,5,1,6,6,2,4,2,0,6,0,0.8160190859697894,87.5,0.7943568886629385,0,0.8901343788747026,0.7350729765590446
71,7,0.9799107313156128,0.9895104895104896,1,0.6785714285714286,1,19,0,9,420,7,0.5927000045776367,0.5357139671395389,0.5584003761006748,0.0582128290693363,0.4724172517552658,471,526,7620,11383,7,0.5992847681045532,0.5524877449080088,0.5726083103709945,0.0623104494072236,0.500503321924703,2486,2481,37411,57174,21,512,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,2,0.1349,0.1354,473,0.1349,0.1348,0.1335,48,34,189,294,304,348,2,4,35,379,124,8,398,1,292,14,28,0,28,92,41,274,78,16,1,100,229,143,14,26,4,17,2,23,0,20,28,62,3,33,1,82,22,134,134,23,74,56,1,141,17,35,1,10,14,14,16,0,1,5,14,4,0,20,0,13,0,3,0,3,3,8,10,2,0,0,3,9,4,2,1,0,0,1,3,0,1,0,2,1,0,0,5,1,7,7,2,4,2,0,6,0,0.793225082794983,87.5,0.6950622775800712,0,0.8552271483305965,0.6650660264105642
72,8,0.98046875,0.989816700610998,1,0.6774193548387096,1,21,0,10,481,8,0.5842499732971191,0.5450478943012271,0.5638118639452536,0.0601106035104592,0.5015045135406219,500,497,7818,11185,8,0.5858395099639893,0.5541909283863935,0.5737150766621815,0.0622569033411446,0.5190332326283988,2577,2388,38816,55707,23,576,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,2,0.1335,0.1345,531,0.1342,0.1273,0.1328,48,38,214,328,342,393,2,7,42,422,136,10,443,1,322,18,34,0,34,98,44,305,84,18,1,111,250,167,15,29,6,19,2,25,0,23,30,73,4,37,1,91,24,152,152,25,81,62,1,160,22,38,1,11,16,16,18,0,1,5,15,4,0,22,0,15,0,3,0,3,3,8,12,3,1,0,4,9,4,2,1,0,1,1,3,0,1,0,3,1,1,0,6,2,8,8,2,4,2,0,7,0,0.7753340702122555,95,0.6178331356267299,0,0.8416521142301109,0.6072341980270369
73,9,0.9635416865348816,0.981012658227848,1,0.5227272727272727,1,23,0,21,532,9,0.577750027179718,0.543052960386184,0.5682267821197634,0.0594984622663827,0.5045135406218656,503,494,7951,11052,9,0.5856835246086121,0.5539220240045122,0.576115067593607,0.0622069698873797,0.5186379206125328,2574,2389,38804,55657,24,640,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,1,0.1345,0.1348,587,0.1357,0.1366,0.1332,48,42,238,358,381,437,2,8,50,467,149,12,496,1,357,19,40,0,40,110,46,339,92,21,1,121,276,190,16,33,6,22,3,26,0,26,33,77,4,40,2,107,27,177,177,29,89,67,1,170,22,38,1,11,16,16,18,0,1,6,16,4,0,23,0,15,0,3,0,3,4,8,13,4,2,0,5,10,4,2,1,0,2,1,3,0,1,0,3,1,1,0,7,2,8,8,2,4,2,0,7,0,0.730481006743871,95,0.556049822064057,0,0.8185745562592853,0.5819327731092437
74,10,0.921875,0.9594155844155844,1,0.3243243243243243,1,24,0,50,566,10,0.5766500234603882,0.5481764189585016,0.5707700114499157,0.0605882352941176,0.5165496489468405,515,482,7985,11018,10,0.5864675045013428,0.5570580759581567,0.5794230988081801,0.0629551668239336,0.5243853284965739,2602,2360,38729,55670,26,704,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,2,0.1346,0.1345,642,0.1343,0.1343,0.1333,48,49,261,399,417,474,3,9,57,516,168,12,546,1,397,21,44,0,44,121,51,375,105,25,1,133,304,207,17,38,7,26,4,28,0,31,39,84,4,41,2,116,28,193,193,33,96,74,1,187,25,38,2,12,17,17,20,0,1,7,18,4,0,25,0,17,0,3,0,3,4,8,15,4,2,0,5,10,5,2,1,0,2,1,3,0,1,0,3,1,1,0,8,2,9,9,2,5,3,0,8,0,0.7213106616712145,95,0.5054998382400517,0,0.8219066100839499,0.8057530704589528
75,11,0.931818187236786,0.9646017699115044,1,0.3513513513513513,1,26,0,48,630,11,0.5868499875068665,0.557820728406342,0.577661469384209,0.063026220832331,0.5255767301905717,524,473,7790,11213,11,0.5907731056213379,0.5552223698189778,0.5794647361962793,0.0627099115000858,0.5157258064516129,2558,2402,38233,56104,31,768,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,5,0.1344,0.1356,698,0.1342,0.1313,0.1332,48,54,285,444,460,524,3,10,62,564,178,12,595,1,436,21,46,0,46,132,55,407,117,28,2,151,336,230,18,38,9,29,7,30,0,36,44,90,5,43,2,130,29,218,218,36,105,82,1,212,29,40,3,15,22,20,23,0,1,8,22,5,0,30,0,21,0,3,0,3,5,9,19,5,3,0,6,13,5,2,1,0,3,2,4,0,1,1,4,1,2,0,11,2,12,12,2,5,3,0,10,1,0.7900922084182126,100,0.46337485172004744,0,0.834864597179868,0.6757928978042831
76,12,0.9466145634651184,0.9721845318860244,1,0.4305555555555556,1,31,0,41,696,12,0.5863999724388123,0.5590095023269039,0.5804629327650372,0.0632729019089926,0.5285857572718154,527,470,7802,11201,12,0.593099057674408,0.5691208455385257,0.5958901523799262,0.0658839677443074,0.5424823410696267,2688,2267,38111,56167,36,832,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,5,0.1345,0.1372,756,0.1345,0.133,0.1332,48,60,312,485,500,566,3,11,66,608,188,13,644,1,477,21,49,0,49,145,59,433,121,28,2,164,363,247,19,40,10,29,8,34,0,39,49,94,6,44,2,143,30,238,238,39,114,89,1,225,31,40,3,18,26,23,26,0,1,10,25,5,0,35,0,26,0,3,0,3,7,10,23,5,3,0,7,15,5,2,2,0,3,2,6,0,1,2,6,2,2,0,12,2,15,15,2,5,3,0,10,1,0.8485291098152065,100,0.4277306323569669,0,0.8364309472683856,0.5819327731092436
77,13,0.9435096383094788,0.9704773869346734,1,0.4337349397590361,1,36,0,47,749,13,0.5986499786376953,0.5744845175953055,0.6006807983810402,0.0672248214725437,0.5476429287863591,546,451,7576,11427,13,0.5993909239768982,0.5808259169669289,0.6125904595150713,0.0687679793671262,0.5602020202020203,2773,2177,37551,56668,39,896,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,3,0.1348,0.1367,814,0.1342,0.1343,0.1333,48,64,343,529,542,615,3,12,73,655,207,15,694,2,517,21,53,0,53,152,64,468,126,28,2,174,391,271,20,46,11,29,8,36,0,42,52,100,7,49,2,148,32,249,249,39,126,99,1,247,35,40,3,20,29,25,28,0,1,11,28,7,0,37,0,28,0,3,0,3,7,10,25,5,3,0,9,18,7,2,2,0,3,2,6,0,1,2,6,2,2,0,13,3,16,16,2,6,4,0,11,1,0.8549483686679542,100,0.7943568886629385,0,0.8639539559666232,0.7162249515190692
78,14,0.9386160969734192,0.9679113185530922,1,0.4148936170212766,1,39,0,55,802,14,0.6002500057220459,0.5705745611301093,0.6040494529950954,0.0664188351920694,0.5376128385155466,536,461,7534,11469,14,0.6040765047073364,0.5892941861228544,0.6197785139483989,0.0709226957631572,0.5728724479482514,2834,2113,37125,57033,43,960,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,4,0.1342,0.1312,868,0.1317,0.1292,0.1329,48,69,370,561,580,652,3,13,81,698,220,16,742,2,554,24,55,0,55,157,72,493,140,32,2,188,418,298,21,50,12,34,9,38,0,45,58,106,8,51,2,156,34,264,264,43,133,106,1,266,38,40,3,21,31,26,30,0,2,12,31,8,0,39,0,29,0,3,0,3,7,11,25,8,4,0,10,19,10,2,2,0,4,2,6,0,1,2,6,2,2,0,14,3,17,17,3,6,4,0,13,1,0.8810171704164173,100,0.741399762752076,0,0.863372168790888,0.6495993746335743
79,15,0.953125,0.97546346782988,1,0.4886363636363636,1,43,0,45,872,15,0.6018499732017517,0.5828211625351242,0.6142808259541557,0.0692555033391046,0.5616850551654965,560,437,7526,11477,15,0.6045576930046082,0.5933129751259407,0.6292186665623337,0.0718396556901211,0.5808213635444063,2871,2072,37093,57005,45,1000,Random,mlp,64,64,4,Innate,TRUE,ALDH1,NA,NA,2,0.1345,0.1322,904,0.1395,0.136,0.133,48,76,381,581,605,683,3,13,84,729,235,16,773,2,579,25,57,0,57,159,76,508,147,34,2,200,437,311,21,53,12,36,9,39,0,45,61,113,8,53,2,163,35,271,271,47,142,113,1,273,38,40,3,23,32,28,32,0,2,13,33,8,0,40,0,30,0,3,0,3,7,11,26,8,4,0,11,21,11,2,2,0,4,2,6,0,1,2,6,2,2,0,14,3,17,17,3,7,5,0,13,1,0.8858051323018956,100,0.7117437722419929,0,0.8835718195324107,0.7759103641456583
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,64,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,7,0.1338,0.1256,61,0.1338,0.1317,0.1317,37,4,23,40,37,39,0,0,4,52,19,0,47,0,36,1,3,0,3,10,3,30,8,1,0,11,31,25,0,4,0,1,0,2,0,4,3,7,0,5,0,16,2,24,24,4,10,6,0,18,2,26,1,2,5,4,5,0,0,2,6,3,0,4,0,3,0,0,0,0,0,1,4,2,1,0,3,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,2,0,3,2,0,1,0,1.69033946846068,63.41463414634146,0,0,0.7330518414262256,1.9951980792316928
81,1,1,1,1,1,1,7,0,0,57,1,0.5950000286102295,0.5312219878073414,0.5330940725138105,0.0572247849395337,0.4603811434302908,459,538,7562,11441,1,0.5941302180290222,0.5357828712283832,0.544967906245861,0.0582290425109257,0.470978108053826,2345,2634,37927,57030,11,128,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,4,0.1317,0.1356,123,0.1288,0.1321,0.1321,43,10,54,84,76,82,1,3,10,101,34,0,89,0,74,1,5,0,5,17,7,61,18,3,0,24,57,42,1,4,1,5,1,5,0,9,5,11,0,6,0,25,4,43,43,6,20,14,1,37,5,27,1,6,9,7,7,0,0,2,10,3,0,8,0,7,0,0,0,0,0,2,6,3,1,0,3,7,2,0,1,0,1,1,0,0,0,0,0,0,0,0,4,1,4,4,0,3,2,0,2,0,1.5003522716025637,65.85365853658537,0,0,0.8552271483305965,1.2696715049656226
82,2,1,1,1,1,1,11,0,0,117,2,0.557200014591217,0.5241605994640238,0.5362688602565049,0.0550334050503906,0.4874623871614844,486,511,8345,10658,2,0.5593760013580322,0.5310063177198785,0.54533624210285,0.056475989182064,0.4994974874371859,2485,2490,41516,53381,14,192,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,3,0.135,0.1469,182,0.1342,0.1376,0.1348,45,15,75,127,115,127,1,3,14,151,50,2,140,0,114,5,10,0,10,25,13,103,28,4,0,36,83,65,5,7,2,6,1,8,0,10,7,21,2,10,0,36,7,57,57,8,29,23,1,55,8,30,1,8,12,9,9,0,0,3,13,4,0,11,0,10,0,0,0,0,0,2,8,3,1,0,3,9,4,0,1,1,1,1,0,0,0,0,1,1,0,0,6,1,6,6,0,4,3,0,3,0,1.330540080874792,73.17073170731707,0,0,0.9366773529335105,1.4963985594237696
83,3,1,1,1,1,1,14,0,0,178,3,0.5730999708175659,0.5401307854521835,0.5490715159740127,0.0587478057343475,0.5035105315947843,502,495,8043,10960,3,0.568491518497467,0.5359458749078352,0.5516308002022512,0.0577021316119444,0.499798873692679,2485,2487,40581,54255,19,256,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,5,0.1329,0.1434,244,0.1326,0.1302,0.1333,45,21,100,174,159,171,1,6,16,192,63,4,187,0,152,5,12,0,12,34,15,137,36,5,0,49,110,86,8,11,2,7,1,8,0,12,11,26,2,13,0,42,8,74,74,10,39,31,1,70,8,31,1,11,17,12,12,0,0,3,17,5,0,13,0,12,0,0,0,0,0,2,10,3,1,0,4,10,7,1,1,1,1,1,0,0,0,0,1,1,0,0,8,1,9,9,0,4,3,0,4,0,1.3855996532804995,75.60975609756098,0,0,0.9468586285088748,1.102609464838567
84,4,1,1,1,1,1,19,0,0,237,4,0.5785999894142151,0.5534793086305172,0.5620906554848464,0.0617997405354405,0.5255767301905717,524,473,7955,11048,4,0.5755032896995544,0.5475996828761205,0.5653922873673016,0.0603679480543923,0.5166096235152003,2566,2401,39940,54837,25,320,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,6,0.1344,0.1414,301,0.1367,0.1365,0.134,46,24,121,207,197,219,1,6,24,242,81,4,238,0,195,6,16,0,16,41,20,163,49,6,0,63,145,105,9,12,2,8,2,10,0,15,15,32,2,15,2,50,11,84,84,11,50,40,1,97,13,32,1,12,20,16,18,0,0,3,23,8,0,18,0,17,0,0,0,0,1,4,13,5,1,0,5,15,7,1,1,1,1,1,0,0,0,0,1,1,0,0,8,2,10,10,0,4,3,0,7,0,1.479035609374994,78.04878048780488,0,0,0.9774024552349676,0.837983193277311
85,5,0.996874988079071,0.9983050847457628,1,0.9615384615384616,1,25,0,1,294,5,0.5644000172615051,0.5493331544388467,0.5729512380745878,0.0604990315597584,0.5325977933801405,531,466,8246,10757,5,0.5624899864196777,0.5520306961110075,0.5790321711175738,0.0609152049441061,0.5404152388631325,2681,2280,41331,53388,28,384,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,3,0.1338,0.1389,358,0.1359,0.1322,0.1337,46,34,146,247,235,258,1,6,31,283,93,4,285,0,229,10,19,0,19,51,22,197,56,7,0,74,175,125,10,15,5,9,2,10,0,21,20,41,4,18,2,56,13,102,102,12,57,47,1,113,16,34,2,13,22,17,19,0,0,4,24,9,0,21,0,19,0,1,0,1,1,4,14,5,1,0,5,17,7,1,2,1,1,1,0,0,0,0,1,1,0,0,8,2,10,10,0,5,4,0,8,0,1.3934967176989894,82.92682926829268,0,0,0.957039904084239,0.9975990396158464
86,6,0.9973958134651184,0.9985955056179776,1,0.9655172413793104,1,28,0,1,355,6,0.5793499946594238,0.551498018762914,0.5797260222492452,0.0613910574875798,0.5205616850551655,519,478,7935,11068,6,0.5807199478149414,0.5608224277576128,0.5884971080919228,0.0633674171431282,0.5387252924566357,2671,2287,39480,55178,30,448,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,2,0.1345,0.1404,417,0.137,0.1368,0.1342,46,36,168,282,270,301,1,6,42,331,108,5,338,0,268,12,26,0,26,60,27,232,71,12,0,85,198,147,11,19,6,14,4,10,0,21,23,47,5,20,2,66,14,123,123,15,67,55,1,130,20,34,2,13,23,18,21,0,0,6,26,10,0,23,0,21,0,1,0,1,1,5,16,5,1,0,5,18,8,1,3,1,1,1,0,0,0,0,2,2,0,0,8,2,10,10,0,5,4,0,8,0,1.2884511883733518,82.92682926829268,0,0,0.9599488399629146,0.9310924369747899
87,7,0.9977678656578064,0.998803827751196,1,0.967741935483871,1,30,0,1,417,7,0.579200029373169,0.5457167693154716,0.5684162945078988,0.0601209533973674,0.5085255767301906,507,490,7926,11077,7,0.5813343524932861,0.5557040866129616,0.5791560301245915,0.0622899234785096,0.5272397094430993,2613,2343,39336,55260,32,512,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,2,0.1348,0.1394,472,0.1361,0.1343,0.1343,46,40,188,327,313,347,1,8,47,377,120,5,389,0,307,12,28,0,28,68,31,266,82,13,0,98,226,163,13,25,6,15,4,12,0,24,25,57,5,25,2,72,15,131,131,17,75,61,1,151,22,35,2,13,25,20,23,0,0,6,28,11,0,24,0,22,0,1,0,1,1,5,18,6,1,0,5,18,9,1,3,1,1,1,1,0,0,0,2,2,0,0,9,2,11,11,0,6,4,0,9,0,1.2087239356875932,85.36585365853658,0,0,0.9315867151458285,0.8728991596638656
88,8,0.9921875,0.9958333333333332,1,0.8888888888888888,1,32,0,4,476,8,0.586899995803833,0.5507191468633127,0.5717958749162291,0.0614511650368224,0.5105315947843531,509,488,7774,11229,8,0.5881010890007019,0.5573575175832866,0.5837564800258257,0.0628988813123346,0.5232135647961244,2592,2362,38617,55917,36,576,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,4,0.1345,0.1415,531,0.1354,0.1323,0.134,46,50,213,361,347,390,2,8,55,427,135,5,437,0,343,14,34,0,34,75,37,301,89,14,0,109,256,182,17,29,8,16,4,12,0,26,32,66,7,26,2,81,17,147,147,18,85,70,2,169,23,37,2,15,28,21,24,0,0,8,31,11,0,27,0,24,0,2,0,2,2,5,21,6,1,0,5,19,10,1,4,1,1,1,1,0,1,0,3,2,0,0,11,2,14,14,0,6,4,0,11,1,1.2135663707670086,90.2439024390244,0,0,0.9502523870339962,0.7759103641456582
89,9,0.9965277910232544,0.9981481481481482,1,0.9473684210526316,1,36,0,2,538,9,0.5882499814033508,0.5519047538869832,0.5749720349809097,0.0617582949866795,0.5115346038114343,510,487,7748,11255,9,0.5855628252029419,0.5587105917442305,0.5845466819688299,0.0630980212576221,0.5288888888888889,2618,2332,38873,55601,39,640,Random,mlp,64,64,5,Innate,TRUE,ALDH1,NA,NA,3,0.1351,0.137,591,0.1359,0.1367,0.1343,46,52,236,399,384,430,3,10,58,476,143,6,488,0,387,15,36,0,36,81,42,329,108,16,0,121,284,200,21,30,8,18,5,15,0,27,34,73,8,30,3,89,19,166,166,19,91,76,2,190,26,40,2,16,30,23,27,1,0,8,33,11,0,29,0,26,0,2,0,2,2,5,21,6,1,0,6,20,11,2,4,1,1,1,1,0,1,0,4,2,1,0,11,3,16,16,1,6,4,0,12,1,1.1870316359587905,97.5609756097561,0,0,0.9285323324732192,0.7162249515190692
